"id","date","tweet","insult_1","target_1","insult_2","target_2","insult_3","target_3","insult_4","target_4","insult_5","target_5","insult_6","target_6"
"5534",2020-12-01,"Do something @BrianKempGA. You allowed your state to be scammed. We must check signatures and count signed envelopes against ballots. Then call off election. It won't be needed. We will all WIN! https://t.co/UiJrlyBGiK","You allowed your state to be scammed","brian-kemp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5535",2020-12-01,"Fake election results in Nevada, also! https://t.co/l8MDOSlqQ7","Fake election results","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5536",2020-12-01,"Impossible result! https://t.co/QDaxamGs3p","Impossible result!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5537",2020-12-01,"Not statistically possible. Rigged Election! https://t.co/Yw8roUTJhy","Rigged Election!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5538",2020-12-02,"....Therefore, if the very dangerous & unfair Section 230 is not completely terminated as part of the National Defense Authorization Act (NDAA), I will be forced to unequivocally VETO the Bill when sent to the very beautiful Resolute desk. Take back America NOW. Thank you!","very dangerous & unfair","section-230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5539",2020-12-02,"Big voter fraud hearings today in the Great State of Michigan. This election is a far bigger scandal (FRAUD!) than anyone would have thought - not even close. Watch today!","FRAUD!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5540",2020-12-02,"Pardon investigation is Fake News!","Fake News!","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5541",2020-12-02,"Rigged Election. Show signatures and envelopes. Expose the massive voter fraud in Georgia. What is Secretary of State and @BrianKempGA afraid of. They know what we'll find!!! https://t.co/Km7tRm2s1A","Rigged Election","2020-election","massive voter fraud","2020-election",NA,NA,NA,NA,NA,NA,NA,NA
"5542",2020-12-02,"Section 230, which is a liability shielding gift from the U.S. to  ""Big Tech "" (the only companies in America that have it - corporate welfare!), is a serious threat to our National Security & Election Integrity. Our Country can never be safe & secure if we allow it to stand.....","a liability shielding gift from the U.S. to ‘Big Tech'","section-230","Our Country can never be safe & secure if we allow it to stand","section-230",NA,NA,NA,NA,NA,NA,NA,NA
"5543",2020-12-02,"The Fake News refuses to report this! https://t.co/OvsdLJQL4u","Fake News","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5544",2020-12-04,"The only thing more RIGGED than the 2020 Presidential Election is the FAKE NEWS SUPPRESSED MEDIA. No matter how big or important the story, if it is even slightly positive for  ""us "", or negative for  ""them "", it will not be reported!","RIGGED","2020-election","FAKE NEWS SUPPRESSED MEDIA","the-media","No matter how big or important the story, if it is even slightly positive for ‘us', or negative for ‘them', it will not be reported!","the-media",NA,NA,NA,NA,NA,NA
"5545",2020-12-04,"Whistleblowers reveal that the USPS is responsible for tampering with hundreds of thousands of ballots. @OANN  This long time Democrat stronghold got rid of massive numbers, especially in swing states, during and before delivery of the ballots. Well documented evidence!","responsible for tampering with hundreds of thousands of ballots","usps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5546",2020-12-05,"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible! https://t.co/cEBM0bYuQ9","RINOS","rinos-tk","I read the Fake News Washington Post as little as possible!","washington-post",NA,NA,NA,NA,NA,NA,NA,NA
"5547",2020-12-05,"Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...","fight harder against us than do the Radical Left Dems","doug-ducey","fight harder against us than do the Radical Left Dems","brian-kemp",NA,NA,NA,NA,NA,NA,NA,NA
"5548",2020-12-06,"@FoxNews daytime is not watchable. In a class with CNN & MSDNC. Check out @OANN, @newsmax and others that are picking up the slack. Even a boring football game, kneeling and all, is better!","daytime is not watchable","fox-news","Even a boring football game, kneeling and all, is better!","fox-news",NA,NA,NA,NA,NA,NA,NA,NA
"5549",2020-12-06,"@RudyGiuliani, by far the greatest mayor in the history of NYC, and who has been working tirelessly exposing the most corrupt election (by far!) in the history of the USA, has tested positive for the China Virus. Get better soon Rudy, we will carry on!!!","the most corrupt election (by far!) in the history of the USA","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5550",2020-12-06,"Fraudulent result! https://t.co/vrp8SidOc8","Fraudulent result!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5551",2020-12-06,"Now spreading Fake News! https://t.co/Xv9d4gqGEJ","Fake News!","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5552",2020-12-06,"The answer to the Democrat voter fraud is not to stay at home - that's what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers! https://t.co/XAJ0F2JmeL","Democrat voter fraud","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5553",2020-12-07,"Gee, what a surprise. Has anyone informed the so-called (says he has no power to do anything!) Governor @BrianKempGA & his puppet Lt. Governor @GeoffDuncanGA, that they could easily solve this mess, & WIN. Signature verification & call a Special Session. So easy! https://t.co/5cb4QdYzpU","puppet","geoff-duncan","so-called (says he has no power to do anything!) Governor","brian-kemp",NA,NA,NA,NA,NA,NA,NA,NA
"5554",2020-12-07,"The Republican Governor of Georgia refuses to do signature verification, which would give us an easy win. What's wrong with this guy? What is he hiding?","What's wrong with this guy?","brian-kemp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5555",2020-12-08,"..And it's not normal when a sitting Senator is forced to retire because his Arizona poll numbers were so low that he would have come out dead last in the Republican Primary, and had zero chance of winning the general election. Great job Jeff! https://t.co/5kbOQIpstq","poll numbers were so low that he would have come out dead last in the Republican Primary","jeff-flake","zero chance of winning the general election","jeff-flake",NA,NA,NA,NA,NA,NA,NA,NA
"5556",2020-12-08,"@BrianKempGA and puppet @GeoffDuncanGA. Your poll numbers are tanking like seldom seen before. Always said Georgians are smart! https://t.co/DWxy6Mi3mf","puppet","geoff-duncan","poll numbers are tanking like seldom seen before","geoff-duncan","poll numbers are tanking like seldom seen before","brian-kemp",NA,NA,NA,NA,NA,NA
"5557",2020-12-08,"Georgia Lt. Governor @GeoffDuncanGA is a RINO Never Trumper who got himself elected as LG by falsely claiming to be  ""pro-Trump "". Too dumb or corrupt to recognize massive evidence of fraud in GA & should be replaced! We need every great Georgian to call him out! #SpecialSession!","a RINO Never Trumper","geoff-duncan","got himself elected as LG by falsely claiming to be ‘pro-Trump'","geoff-duncan","Too dumb or corrupt to recognize massive evidence of fraud in GA","geoff-duncan","should be replaced!","geoff-duncan",NA,NA,NA,NA
"5558",2020-12-08,"RINOS @BrianKempGA, @GeoffDuncanGA, & Secretary of State Brad Raffensperger, will be solely responsible for the potential loss of our two GREAT Senators from Georgia, @sendavidperdue & @KLoeffler. Won't call a Special Session or check for Signature Verification! People are ANGRY!","RINO","geoff-duncan","solely responsible for the potential loss of our two GREAT Senators from Georgia","geoff-duncan","RINO","brian-kemp","solely responsible for the potential loss of our two GREAT Senators from Georgia","brian-kemp","RINO","brad-raffensperger","solely responsible for the potential loss of our two GREAT Senators from Georgia","brad-raffensperger"
"5559",2020-12-08,"Thank you to Speaker Cutler and all others in Pennsylvania and elsewhere who fully understand what went on in the 2020 Election. It's called total corruption! https://t.co/qqmwh17jOg","total corruption!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5560",2020-12-08,"They got caught because we were leading by so much more than they ever thought possible. Late night ballot  ""dumps "" went crazy! https://t.co/gPpVWUUs91","crazy!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5561",2020-12-09,"Germany has consistently been used by my obnoxious critics as the country that we should follow on the way to handle the China Virus. So much for that argument. I love Germany - Vaccines on the way!!! https://t.co/hEeKIqDMQn","obnoxious","trump-critics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5562",2020-12-09,"If somebody cheated in the Election, which the Democrats did, why wouldn't the Election be immediately overturned? How can a Country be run like this?","cheated in the Election","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5563",2020-12-09,"There is massive evidence of widespread fraud in the four states (plus) mentioned in the Texas suit. Just look at all of the tapes and affidavits!","fraud","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5564",2020-12-09,"This case had nothing to do with me. Fake News (as usual!). https://t.co/CZnO4GFcco","Fake News (as usual!)","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5565",2020-12-09,"This was not my case as has been so incorrectly reported. The case that everyone has been waiting for is the State's case with Texas and numerous others joining. It is very strong, ALL CRITERIA MET. How can you have a presidency when a vast majority think the election was RIGGED? https://t.co/ZKu9sNVz2U","RIGGED?","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5566",2020-12-09,"We will soon be learning about the word  ""courage "", and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent.   ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!","it was impossible for me to lose, unless FIXED!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5567",2020-12-09,"Wow! At least 17 States have joined Texas in the extraordinary case against the greatest Election Fraud in the history of the United States. Thank you!","the greatest Election Fraud in the history of the United States","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5568",2020-12-10,"...The fact that our Country is being stolen. A coup is taking place in front of our eyes, and the public can't take this anymore. "" A Trump fan at Georgia Rally on @OANN  Bad!","Bad!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5569",2020-12-10,"Great. Most corrupt Election in history, by far. We won!!! https://t.co/nGMMaRQmz8","Most corrupt Election in history, by far","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5570",2020-12-10,"How does Governor @BrianKempGA allow certification of votes without verifying signatures and despite the recently released tape of ballots being stuffed? His poll numbers have dropped like a rock. He is finished as governor! @RepDougCollins","poll numbers have dropped like a rock","brian-kemp","He is finished as governor!","brian-kemp",NA,NA,NA,NA,NA,NA,NA,NA
"5571",2020-12-10,"The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.","RIGGED","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5572",2020-12-10,"Voter Fraud! https://t.co/6mLqg6rmIZ","Voter Fraud!","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5573",2020-12-11,"Now it turns out that my phone call to the President of Ukraine, which many, including me, have called  ""perfect "", was even better than that. I predicted Biden corruption, said to call the A.G., who perhaps knew of the corruption during the impeachment hoax?","hoax","impeachment-inquiry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5574",2020-12-11,"Now that the Biden Administration will be a scandal plagued mess for years to come, it is much easier for the Supreme Court of the United States to follow the Constitution and do what everybody knows has to be done. They must show great Courage & Wisdom. Save the USA!!!","a scandal plagued mess","biden-administration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5575",2020-12-11,"The Swine Flu (H1N1), and the attempt for a vaccine by the Obama Administration, with Joe Biden in charge, was a complete and total disaster. Now they want to come in and take over one of the  ""greatest and fastest medical miracles in modern day history. "" I don't think so!","a complete and total disaster","h1n1-response",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5576",2020-12-11,"While my pushing the money drenched but heavily bureaucratic @US_FDA saved five years in the approval of NUMEROUS great new vaccines, it is still a big, old, slow turtle. Get the dam vaccines out NOW, Dr. Hahn @SteveFDA. Stop playing games and start saving lives!!!","Stop playing games and start saving lives!!!","stephen-hahn","money drenched but heavily bureaucratic","fda","a big, old, slow turtle","fda",NA,NA,NA,NA,NA,NA
"5577",2020-12-11,"Why didn't the Fake News Media, the FBI and the DOJ report the Biden matter BEFORE the Election. Oh well, it's OK, we won the Election anyway - 75,000,000 VOTES!!!","Fake News","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5578",2020-12-12,"...that, after careful study and consideration, think you got  ""screwed "", something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!","A Rigged Election","2020-election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
